"Df","Sum Sq","Mean Sq","F value","Pr(>F)","factor","GDD","Year"
212,0.945209237499055,0.00445853413914649,2.49492486840926,0.000178471917091171,"taxa","1450",2020
1,0.028500999295883,0.028500999295883,15.9487063906223,0.000227349560232993,"Rep","1450",2020
2,0.00737805626189928,0.00368902813094964,2.06432153190365,0.138257719896403,"Rep:Block","1450",2020
47,0.0839909478610842,0.00178704144385286,NA,NA,"Residuals","1450",2020
389,0.118704195294699,0.000305152172994085,2.74142970648113,6.11792278336646e-21,"taxa","300",2021
1,1.42897505818858e-07,1.42897505818858e-07,0.00128376430549447,0.971439150157487,"Rep","300",2021
2,8.64551160585872e-05,4.32275580292936e-05,0.388348247883653,0.678475677737374,"Rep:Block","300",2021
341,0.0379571618214313,0.000111311324989534,NA,NA,"Residuals","300",2021
389,0.231426855464163,0.000594927649008132,3.0733906159089,3.0882142200811e-25,"taxa","350",2021
1,7.39088874189472e-05,7.39088874189472e-05,0.381812614364734,0.537047196264722,"Rep","350",2021
2,0.000267603801709079,0.00013380190085454,0.691219356106096,0.50166535514772,"Rep:Block","350",2021
341,0.0660086379068278,0.000193573718201841,NA,NA,"Residuals","350",2021
389,0.351892535085307,0.000904608059345263,3.18128206932558,1.32538735098661e-26,"taxa","400",2021
1,0.000218120031683035,0.000218120031683035,0.767074025690419,0.381740263943439,"Rep","400",2021
2,0.000512762038031068,0.000256381019015534,0.901628423805852,0.406873551942618,"Rep:Block","400",2021
341,0.0969644758039732,0.000284353301477927,NA,NA,"Residuals","400",2021
389,0.463043644959464,0.00119034356030711,3.25859236643847,1.41946670189703e-27,"taxa","450",2021
1,0.000649279782067792,0.000649279782067792,1.77741805986087,0.183356657194264,"Rep","450",2021
2,0.00106454698698387,0.000532273493491936,1.45711070365506,0.234354666582905,"Rep:Block","450",2021
341,0.124565182882437,0.000365293791444098,NA,NA,"Residuals","450",2021
389,1.0104479864706,0.00259755266444884,3.41544661654519,1.61810290124344e-29,"taxa","500",2021
1,0.00393662141587651,0.00393662141587651,5.17614925752724,0.0235192577754869,"Rep","500",2021
2,0.00507907026910055,0.00253953513455028,3.33916105017173,0.036630140930865,"Rep:Block","500",2021
341,0.259341034430522,0.000760530892758128,NA,NA,"Residuals","500",2021
389,2.02472315417917,0.00520494384107755,3.50617649173729,1.26139465011277e-30,"taxa","550",2021
1,0.0116034523903249,0.0116034523903249,7.81636713788782,0.00547084310513451,"Rep","550",2021
2,0.0140754833063923,0.00703774165319613,4.74079357871577,0.00931545013307142,"Rep:Block","550",2021
341,0.506216915774253,0.00148450708438197,NA,NA,"Residuals","550",2021
389,2.92794544251065,0.00752685203730245,3.56258122912736,2.61726390890395e-31,"taxa","600",2021
1,0.0194677932735486,0.0194677932735486,9.2144225162333,0.00258584925398622,"Rep","600",2021
2,0.0225570134496493,0.0112785067248246,5.33830028162042,0.00521386186486738,"Rep:Block","600",2021
341,0.720448567947131,0.00211275239867194,NA,NA,"Residuals","600",2021
389,3.03282107719871,0.00779645521130773,3.61910514255887,5.46977059732725e-32,"taxa","650",2021
1,0.0238033757414851,0.0238033757414851,11.049498422222,0.000983505535298267,"Rep","650",2021
2,0.0230434230826597,0.0115217115413298,5.34836465549482,0.00516322958984391,"Rep:Block","650",2021
341,0.734599057593612,0.00215424943575839,NA,NA,"Residuals","650",2021
389,3.21483083365204,0.00826434661607207,3.5105355568558,1.11661935465031e-30,"taxa","700",2021
1,0.0363035227321624,0.0363035227321624,15.4210385056371,0.000104119595895903,"Rep","700",2021
2,0.0221506038075949,0.0110753019037974,4.70457532124577,0.00964959950469182,"Rep:Block","700",2021
341,0.80276702811825,0.00235415550767815,NA,NA,"Residuals","700",2021
389,3.60224044692957,0.00926025821832795,3.23562347685098,2.75123455193134e-27,"taxa","750",2021
1,0.0489281934456784,0.0489281934456784,17.0959823862589,4.47872296177383e-05,"Rep","750",2021
2,0.0215655678141417,0.0107827839070709,3.76760862742217,0.0240749192003427,"Rep:Block","750",2021
341,0.975931864458796,0.00286197027700527,NA,NA,"Residuals","750",2021
389,4.10598216219631,0.0105552240673427,3.52236804404861,8.02274079871325e-31,"taxa","800",2021
1,0.0532346393410861,0.0532346393410861,17.7648519117322,3.20480797304793e-05,"Rep","800",2021
2,0.018197177125891,0.00909858856294549,3.03627638746409,0.0493134701134635,"Rep:Block","800",2021
341,1.02184989244531,0.00299662725057275,NA,NA,"Residuals","800",2021
389,5.91990201147773,0.0152182570989145,3.98068523021342,3.14188965297456e-36,"taxa","850",2021
1,0.0599385344301517,0.0599385344301517,15.6783025267567,9.1416783462747e-05,"Rep","850",2021
2,0.0119407625166182,0.00597038125830911,1.56169056280363,0.211277719458549,"Rep:Block","850",2021
341,1.30365134910494,0.00382302448417871,NA,NA,"Residuals","850",2021
389,6.2750635949625,0.0161312688816517,4.02988735714108,8.60081834381068e-37,"taxa","900",2021
1,0.0615352867947004,0.0615352867947004,15.3726452699624,0.000106701753478134,"Rep","900",2021
2,0.0108788157332178,0.0054394078666089,1.35886402692809,0.258340282755475,"Rep:Block","900",2021
341,1.36499167374882,0.00400290813416076,NA,NA,"Residuals","900",2021
389,5.72131641534921,0.0147077542811034,4.16190313052979,2.76513977726167e-38,"taxa","950",2021
1,0.0629785528121706,0.0629785528121706,17.8212547677636,3.11579512085548e-05,"Rep","950",2021
2,0.00999806641668476,0.00499903320834238,1.41459338807105,0.244446846084003,"Rep:Block","950",2021
341,1.20506029394726,0.00353390115527056,NA,NA,"Residuals","950",2021
389,5.20158295606593,0.013371678550298,4.15536976420912,3.27357192491554e-38,"taxa","1000",2021
1,0.0641312304344528,0.0641312304344528,19.9293585234229,1.09363111332256e-05,"Rep","1000",2021
2,0.0100577675494754,0.00502888377473771,1.56277100938843,0.211051638820318,"Rep:Block","1000",2021
341,1.09731327039183,0.00321792747915492,NA,NA,"Residuals","1000",2021
389,4.95326038741238,0.0127333171912915,3.95205037594932,6.7023028356063e-36,"taxa","1050",2021
1,0.0631871157661647,0.0631871157661647,19.6114383131531,1.27978763531803e-05,"Rep","1050",2021
2,0.0115146516864062,0.00575732584320312,1.78690606864447,0.169042139605198,"Rep:Block","1050",2021
341,1.09868568190692,0.00322195214635461,NA,NA,"Residuals","1050",2021
389,4.80305041104134,0.0123471732931654,3.85653115570431,8.55539355004671e-35,"taxa","1100",2021
1,0.0584152443198294,0.0584152443198294,18.2454886101098,2.52158529658829e-05,"Rep","1100",2021
2,0.0135195653253081,0.00675978266265406,2.11135875599523,0.122653391752002,"Rep:Block","1100",2021
341,1.09175472023393,0.00320162674555405,NA,NA,"Residuals","1100",2021
389,4.44381014777528,0.01142367647243,3.83443553190984,1.54860156894842e-34,"taxa","1150",2021
1,0.0456607261297968,0.0456607261297968,15.3263365876514,0.000109233357824409,"Rep","1150",2021
2,0.014860751943712,0.00743037597185598,2.49405676978815,0.0840795987633773,"Rep:Block","1150",2021
341,1.01591841737352,0.00297923289552351,NA,NA,"Residuals","1150",2021
389,4.36893576230189,0.0112311973323956,3.51961988786852,8.66268838550389e-31,"taxa","1200",2021
1,0.0388890643265757,0.0388890643265757,12.1870108923835,0.000544484456718017,"Rep","1200",2021
2,0.0152365060420545,0.00761825302102724,2.38739949535751,0.0934022998395822,"Rep:Block","1200",2021
341,1.08813974587075,0.00319102564771482,NA,NA,"Residuals","1200",2021
389,4.17733916264232,0.0107386610864841,3.33006699088935,1.82994104003895e-28,"taxa","1250",2021
1,0.0386778800875592,0.0386778800875592,11.9940401061048,0.00060170235031861,"Rep","1250",2021
2,0.00664086879070838,0.00332043439535419,1.02966923775064,0.358232682308652,"Rep:Block","1250",2021
341,1.09964257190908,0.00322475827539319,NA,NA,"Residuals","1250",2021
389,3.84477681461977,0.00988374502472949,3.57173856734809,2.02950851395914e-31,"taxa","1300",2021
1,0.0285413809128871,0.0285413809128871,10.3141421310311,0.00144584734170268,"Rep","1300",2021
2,0.00451017468100458,0.00225508734050229,0.814932235368032,0.44352954175065,"Rep:Block","1300",2021
341,0.943618069990813,0.00276720841639535,NA,NA,"Residuals","1300",2021
389,3.39984042946798,0.00873994969014906,3.87036810044312,5.90494790940908e-35,"taxa","1350",2021
1,0.0127770985705097,0.0127770985705097,5.65816468935244,0.0179243883993914,"Rep","1350",2021
2,0.00259701402138685,0.00129850701069343,0.575026206163879,0.563234782307856,"Rep:Block","1350",2021
341,0.770036019054522,0.0022581701438549,NA,NA,"Residuals","1350",2021
389,3.18887162449121,0.00819761343056866,3.81120087506087,2.8951922038299e-34,"taxa","1400",2021
1,0.00508944653713442,0.00508944653713442,2.36616464781954,0.12491871273985,"Rep","1400",2021
2,0.00321647460981539,0.00160823730490769,0.747695103664404,0.474231137607915,"Rep:Block","1400",2021
341,0.733465978693465,0.0021509266237345,NA,NA,"Residuals","1400",2021
387,3.08477150997241,0.00797098581388219,3.75998711204856,3.83655708000939e-33,"taxa","1450",2021
1,0.0056932050297808,0.0056932050297808,2.68553702616617,0.102204672099683,"Rep","1450",2021
2,0.00361033448271382,0.00180516724135691,0.851513943328485,0.42769266729182,"Rep:Block","1450",2021
334,0.708063400883877,0.00211995030204753,NA,NA,"Residuals","1450",2021
387,2.90996053042044,0.00751927785638356,3.81897333204022,8.00670581600637e-34,"taxa","1500",2021
1,0.0070820818862731,0.0070820818862731,3.5969254462436,0.0587491763547553,"Rep","1500",2021
2,0.0026856673474866,0.0013428336737433,0.682013098510195,0.506300841358986,"Rep:Block","1500",2021
334,0.657621456259402,0.00196892651574671,NA,NA,"Residuals","1500",2021
387,2.72755532964523,0.00704794658823057,3.87229322740848,1.96141189301426e-34,"taxa","1550",2021
1,0.00863598385517781,0.00863598385517781,4.74479500884095,0.0300860411143853,"Rep","1550",2021
2,0.00125228088293559,0.000626140441467794,0.344015006434804,0.709169180826686,"Rep:Block","1550",2021
334,0.607912165278978,0.00182009630323047,NA,NA,"Residuals","1550",2021
387,2.61493467814967,0.00675693715284153,3.81759003390302,8.30530814284855e-34,"taxa","1600",2021
1,0.0102196972923913,0.0102196972923913,5.77400879280511,0.0168098711095299,"Rep","1600",2021
2,0.000236464238821503,0.000118232119410752,0.0667997571295899,0.935394979630054,"Rep:Block","1600",2021
334,0.591162746394157,0.00176994834249748,NA,NA,"Residuals","1600",2021
387,2.59916251483403,0.00671618220887346,3.63775941313883,1.02259885928151e-31,"taxa","1650",2021
1,0.0116547574605905,0.0116547574605905,6.31269407850454,0.0124583829262978,"Rep","1650",2021
2,7.89486631667972e-05,3.94743315833986e-05,0.0213809150539646,0.978847375982712,"Rep:Block","1650",2021
334,0.616644643860104,0.00184624144868295,NA,NA,"Residuals","1650",2021
