"Df","Sum Sq","Mean Sq","F value","Pr(>F)","factor","GDD","Year"
2,0.000551582088298374,0.000275791044149187,7.96207443762874,0.000417277641672517,"Rep:Block","3",2021
341,0.0118115883984226,3.46380891449343e-05,NA,NA,"Residuals","3",2021
389,0.559770997754915,0.00143899999422857,3.5922849016245,1.14814364235223e-31,"taxa","4",2021
1,0.0055536870250769,0.0055536870250769,13.8640904298452,0.000229851260003895,"Rep","4",2021
2,0.00657983350338573,0.00328991675169287,8.21286888263223,0.000328427050085665,"Rep:Block","4",2021
341,0.136598018105424,0.000400580698256374,NA,NA,"Residuals","4",2021
389,0.787527980481494,0.00202449352308867,3.65698933526825,1.9268900835014e-32,"taxa","5",2021
1,0.0080916578517145,0.0080916578517145,14.6165478579619,0.000156606512527432,"Rep","5",2021
2,0.00919788958641282,0.00459894479320641,8.30740719613883,0.000300108731937116,"Rep:Block","5",2021
341,0.188776129237084,0.00055359568691227,NA,NA,"Residuals","5",2021
389,0.355822499087686,0.000914710794569888,3.73680675347534,2.17244002465512e-33,"taxa","6",2021
1,0.00404692215368893,0.00404692215368893,16.5326200635958,5.94282030626561e-05,"Rep","6",2021
2,0.00401742269296842,0.00200871134648421,8.20605394610464,0.000330569398989034,"Rep:Block","6",2021
341,0.0834713704845026,0.000244784077667163,NA,NA,"Residuals","6",2021
389,0.0504140596204697,0.000129599124988354,1.42283999085549,0.000425837172205442,"taxa","7",2021
1,0.000871004473174703,0.000871004473174703,9.56256453705491,0.00214964994862382,"Rep","7",2021
2,4.66403336478068e-05,2.33201668239034e-05,0.256026928834996,0.774269795651602,"Rep:Block","7",2021
341,0.0310599237476151,9.10848203742379e-05,NA,NA,"Residuals","7",2021
389,0.604016709726133,0.00155274218438595,1.77610457199276,3.34836421511641e-08,"taxa","8",2021
1,0.00525665795792875,0.00525665795792875,6.01282964188389,0.0147029976638701,"Rep","8",2021
2,0.000462788138465241,0.000231394069232621,0.264680169334482,0.767608884841101,"Rep:Block","8",2021
341,0.298115940482905,0.000874240294671276,NA,NA,"Residuals","8",2021
389,0.427153203084495,0.00109808021358482,1.76837221505389,4.18705746247706e-08,"taxa","9",2021
1,0.00376071855797952,0.00376071855797952,6.05634281020109,0.0143513097863067,"Rep","9",2021
2,0.000332278941385703,0.000166139470692852,0.267554610457703,0.765409035016003,"Rep:Block","9",2021
341,0.211745779335836,0.00062095536462122,NA,NA,"Residuals","9",2021
389,0.249005982608584,0.00064011820722001,2.630784447144,1.75655435409607e-19,"taxa","10",2021
1,0.000363218623240748,0.000363218623240748,1.49277101347375,0.222630957515941,"Rep","10",2021
2,0.00109615164681952,0.000548075823409762,2.25250482773172,0.106697721464245,"Rep:Block","10",2021
341,0.0829715672445114,0.000243318379016162,NA,NA,"Residuals","10",2021
389,1.75716747680699,0.00451714004320562,2.34061028700536,1.28139224927414e-15,"taxa","11",2021
1,0.000794918111625627,0.000794918111625627,0.41189635291392,0.521439731878312,"Rep","11",2021
2,0.00659704606580095,0.00329852303290047,1.70916926836123,0.182563111560437,"Rep:Block","11",2021
341,0.658095353713869,0.00192989839798789,NA,NA,"Residuals","11",2021
389,0.06478913847355,0.000166553055201928,2.35951902550357,7.16106558127907e-16,"taxa","12",2021
1,4.1979880642292e-05,4.1979880642292e-05,0.594719364011466,0.441133978311022,"Rep","12",2021
2,0.000167752019022286,8.38760095111429e-05,1.1882522358111,0.306012056577588,"Rep:Block","12",2021
341,0.0240704106260538,7.05877144459057e-05,NA,NA,"Residuals","12",2021
389,0.336625535913015,0.000865361274840656,2.00320066315191,3.94494250951336e-11,"taxa","13",2021
1,3.34595218489105e-05,3.34595218489105e-05,0.0774545132827039,0.780945757940697,"Rep","13",2021
2,0.00119874617378502,0.00059937308689251,1.38747203052224,0.251111785160071,"Rep:Block","13",2021
341,0.147308355148186,0.000431989311285004,NA,NA,"Residuals","13",2021
389,0.646278422251171,0.00166138411889761,2.02585531423915,1.98529674756483e-11,"taxa","14",2021
1,2.09062274180681e-05,2.09062274180681e-05,0.0254925946587765,0.873240285921498,"Rep","14",2021
2,0.00213641717359839,0.00106820858679919,1.3025500952296,0.273186704859546,"Rep:Block","14",2021
341,0.279650763093542,0.000820090214350564,NA,NA,"Residuals","14",2021
389,0.46730220281524,0.00120129100980782,2.06680022242254,5.71517869982012e-12,"taxa","15",2021
1,1.40021416743854e-05,1.40021416743854e-05,0.0240904404434372,0.876746844099947,"Rep","15",2021
2,0.0012724018302345,0.00063620091511725,1.09457257411767,0.335855563712803,"Rep:Block","15",2021
341,0.198200208177023,0.000581232282044055,NA,NA,"Residuals","15",2021
389,0.122021354715835,0.000313679575104974,1.84486589718418,4.4927656769098e-09,"taxa","16",2021
1,0.000374656051602167,0.000374656051602167,2.20349116624251,0.138622324293151,"Rep","16",2021
2,0.00034014015557265,0.000170070077786325,1.00024519140098,0.36886571155917,"Rep:Block","16",2021
341,0.0579796804060698,0.000170028388287595,NA,NA,"Residuals","16",2021
389,0.775287342160055,0.00199302658652971,1.20825524958101,0.0363574931346651,"taxa","17",2021
1,0.00313796082686265,0.00313796082686265,1.90236179871445,0.168718088544919,"Rep","17",2021
2,0.0028353550441923,0.00141767752209615,0.859454821055968,0.424307900378301,"Rep:Block","17",2021
341,0.562482195912083,0.00164950790590054,NA,NA,"Residuals","17",2021
389,0.302413237701258,0.000777411922111202,1.29634381340246,0.00695553276416649,"taxa","18",2021
1,0.00108644091121069,0.00108644091121069,1.8116534025495,0.179204154050078,"Rep","18",2021
2,0.00179802959697057,0.000899014798485287,1.49911808531147,0.224795095243717,"Rep:Block","18",2021
341,0.204496263027731,0.000599695786005075,NA,NA,"Residuals","18",2021
389,2.10352112370813,0.00540750931544507,1.15442624848108,0.0864675917134388,"taxa","19",2021
1,1.14994514207636e-06,1.14994514207636e-06,0.000245496915286772,0.987508147070415,"Rep","19",2021
2,0.0324785893759337,0.0162392946879668,3.46685820606215,0.0323195753969575,"Rep:Block","19",2021
341,1.59729621445539,0.00468415312157007,NA,NA,"Residuals","19",2021
389,0.122404761799902,0.000314665197429055,1.3635402063063,0.00166474191189991,"taxa","20",2021
1,0.00307469837096171,0.00307469837096171,13.3236051693198,0.000303152818156032,"Rep","20",2021
2,0.00156443493333157,0.000782217466665784,3.38958669273977,0.0348628414103698,"Rep:Block","20",2021
341,0.0786928260912638,0.000230770751000774,NA,NA,"Residuals","20",2021
389,0.460140338770397,0.00118288004825295,1.37433941358025,0.00130736740020151,"taxa","21",2021
1,0.0125019755331744,0.0125019755331744,14.5255283899956,0.000164030016483705,"Rep","21",2021
2,0.00552505148259037,0.00276252574129518,3.20966442277847,0.0415928370575948,"Rep:Block","21",2021
341,0.293495254861002,0.000860689896953084,NA,NA,"Residuals","21",2021
389,0.306306336756473,0.00078741988883412,1.35778662748792,0.00189107435248507,"taxa","22",2021
1,0.00695404944147025,0.00695404944147025,11.9912075785874,0.000602586212891885,"Rep","22",2021
2,0.00384333086957437,0.00192166543478719,3.31362169899352,0.0375593386785959,"Rep:Block","22",2021
341,0.197755800990037,0.000579929035161398,NA,NA,"Residuals","22",2021
387,0.0292970621526657,7.57030029784642e-05,1.42046083658389,0.0004910425000812,"taxa","23",2021
1,1.17318396087192e-05,1.17318396087192e-05,0.220131541017071,0.639245823681633,"Rep","23",2021
2,0.000206330715266255,0.000103165357633127,1.9357534634619,0.145931138064257,"Rep:Block","23",2021
334,0.017800422471073,5.32946780571048e-05,NA,NA,"Residuals","23",2021
387,0.0684199510447433,0.000176795739133704,1.99076350529644,7.93625490987247e-11,"taxa","24",2021
1,0.000302883620648419,0.000302883620648419,3.41054406228039,0.0656655055140271,"Rep","24",2021
2,0.00029683603168813,0.000148418015844065,1.67122336159598,0.189585248171384,"Rep:Block","24",2021
334,0.0296618743077993,8.88080069095787e-05,NA,NA,"Residuals","24",2021
387,0.143721920246428,0.000371374470921004,1.9222859563877,6.02839045104531e-10,"taxa","25",2021
1,0.000307994655707447,0.000307994655707447,1.59422321044472,0.207604611257117,"Rep","25",2021
2,0.0011171886070499,0.000558594303524949,2.89136187073178,0.0568910517167048,"Rep:Block","25",2021
334,0.0645268581791574,0.000193194186165142,NA,NA,"Residuals","25",2021
387,0.187334255938219,0.000484067844801599,1.86140043548185,3.58710722923134e-09,"taxa","26",2021
1,0.000266507198757061,0.000266507198757061,1.02480803290862,0.3121140236725,"Rep","26",2021
2,0.00172851743240107,0.000864258716200536,3.32335966534613,0.0372268907964307,"Rep:Block","26",2021
334,0.0868586130538222,0.000260055727706054,NA,NA,"Residuals","26",2021
387,0.171859023326246,0.00044408016363371,1.82445461161133,1.04714959932968e-08,"taxa","27",2021
1,0.000188495518600714,0.000188495518600714,0.774413149565495,0.37948799038813,"Rep","27",2021
2,0.00171653436960498,0.00085826718480249,3.52609652837174,0.0305195826959302,"Rep:Block","27",2021
334,0.0812970482848365,0.000243404336182145,NA,NA,"Residuals","27",2021
